July 2020 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99
"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
ID-033,"Clark County",63.9,60,0.2,63.7
ID-035,"Clearwater County",62.8,49,-0.5,63.3
ID-037,"Custer County",59.3,58,0.1,59.2
ID-039,"Elmore County",69.3,54,0.0,69.3
ID-041,"Franklin County",67.3,70,0.3,67
ID-043,"Fremont County",62.2,52,-0.2,62.4
ID-045,"Gem County",70.6,35,-1.0,71.6
ID-047,"Gooding County",72.6,70,0.9,71.7
ID-049,"Idaho County",61.0,50,-0.3,61.3
ID-051,"Jefferson County",67.8,58,0.0,67.8
ID-053,"Jerome County",72.1,70,0.9,71.2
ID-055,"Kootenai County",65.2,67,0.4,64.8
ID-057,"Latah County",64.7,62,-0.0,64.7
ID-059,"Lemhi County",60.6,53,-0.0,60.6
ID-061,"Lewis County",64.3,49,-0.4,64.7
ID-063,"Lincoln County",69.8,56,0.1,69.7
ID-065,"Madison County",65.4,56,-0.1,65.5
ID-067,"Minidoka County",69.4,44,-0.4,69.8
ID-069,"Nez Perce County",68.2,59,-0.0,68.2
ID-071,"Oneida County",69.3,55,-0.0,69.3
ID-073,"Owyhee County",69.9,54,0.0,69.9
ID-075,"Payette County",73.5,44,-0.6,74.1
ID-077,"Power County",67.9,35,-1.2,69.1
ID-079,"Shoshone County",62.3,65,0.2,62.1
ID-081,"Teton County",61.6,47,-0.3,61.9
ID-083,"Twin Falls County",69.9,53,-0.1,70
ID-085,"Valley County",59.4,54,-0.2,59.6
ID-087,"Washington County",70.3,47,-0.5,70.8
IL-001,"Adams County",77.5,81,0.4,77.1
IL-003,"Alexander County",80.9,109,2.3,78.6
IL-005,"Bond County",78.3,94,1.2,77.1
IL-007,"Boone County",75.4,110,2.8,72.6
IL-009,"Brown County",76.8,78,0.2,76.6
IL-011,"Bureau County",75.6,98,1.6,74
IL-013,"Calhoun County",78.8,97,1.2,77.6
IL-015,"Carroll County",76.1,114,3.4,72.7
IL-017,"Cass County",77.1,84,0.6,76.5
IL-019,"Champaign County",76.4,97,1.7,74.7
IL-021,"Christian County",77.1,91,1.0,76.1
IL-023,"Clark County",77.1,94,1.1,76
IL-025,"Clay County",78.3,98,1.4,76.9
IL-027,"Clinton County",79.5,102,1.8,77.7
IL-029,"Coles County",77.0,94,1.3,75.7
IL-031,"Cook County",76.8,116,3.5,73.3
IL-033,"Crawford County",78.0,96,1.3,76.7
IL-035,"Cumberland County",77.1,90,0.9,76.2
IL-037,"DeKalb County",75.2,106,2.4,72.8
IL-039,"De Witt County",76.7,98,1.8,74.9
IL-041,"Douglas County",76.9,97,1.6,75.3
IL-043,"DuPage County",76.5,114,3.4,73.1
IL-045,"Edgar County",76.0,86,0.7,75.3
IL-047,"Edwards County",79.3,102,1.8,77.5
IL-049,"Effingham County",77.3,90,0.9,76.4
IL-051,"Fayette County",77.8,93,1.0,76.8
IL-053,"Ford County",75.8,94,1.6,74.2
IL-055,"Franklin County",79.4,99,1.8,77.6
IL-057,"Fulton County",77.2,95,1.3,75.9
IL-059,"Gallatin County",79.6,94,1.3,78.3
IL-061,"Greene County",78.3,91,1.0,77.3
IL-063,"Grundy County",76.7,112,2.9,73.8
IL-065,"Hamilton County",79.4,99,1.7,77.7
IL-067,"Hancock County",76.9,79,0.3,76.6
IL-069,"Hardin County",79.7,97,1.5,78.2
IL-071,"Henderson County",76.9,91,1.2,75.7
IL-073,"Henry County",75.8,96,1.5,74.3
IL-075,"Iroquois County",75.8,94,1.6,74.2
IL-077,"Jackson County",79.8,105,2.2,77.6
IL-079,"Jasper County",77.4,90,0.7,76.7
IL-081,"Jefferson County",79.1,97,1.5,77.6
IL-083,"Jersey County",78.9,99,1.3,77.6
IL-085,"Jo Daviess County",75.5,110,3.1,72.4
IL-087,"Johnson County",79.8,104,2.0,77.8
IL-089,"Kane County",75.4,109,2.6,72.8
IL-091,"Kankakee County",76.1,100,2.1,74
IL-093,"Kendall County",75.9,105,2.4,73.5
IL-095,"Knox County",76.1,93,1.4,74.7
IL-097,"Lake County",75.7,113,3.3,72.4
IL-099,"LaSalle County",76.0,102,2.1,73.9
IL-101,"Lawrence County",78.6,97,1.4,77.2
IL-103,"Lee County",75.5,106,2.2,73.3
IL-105,"Livingston County",76.2,101,2.1,74.1
IL-107,"Logan County",77.1,94,1.3,75.8
IL-109,"McDonough County",76.3,83,0.5,75.8
IL-111,"McHenry County",75.3,112,3.0,72.3
IL-113,"McLean County",76.3,100,2.0,74.3
IL-115,"Macon County",77.0,98,1.5,75.5
IL-117,"Macoupin County",77.6,92,0.9,76.7
IL-119,"Madison County",78.8,89,0.8,78
IL-121,"Marion County",78.7,99,1.6,77.1
IL-123,"Marshall County",76.6,102,2.2,74.4
IL-125,"Mason County",77.5,92,1.1,76.4
IL-127,"Massac County",80.5,98,1.9,78.6
IL-129,"Menard County",77.0,88,0.7,76.3
IL-131,"Mercer County",76.6,96,1.6,75
IL-133,"Monroe County",80.3,105,1.9,78.4
IL-135,"Montgomery County",77.1,90,0.8,76.3
IL-137,"Morgan County",77.2,89,0.8,76.4
IL-139,"Moultrie County",76.9,92,1.2,75.7
IL-141,"Ogle County",75.6,108,2.7,72.9
IL-143,"Peoria County",77.2,100,2.2,75
IL-145,"Perry County",79.4,103,1.8,77.6
IL-147,"Piatt County",76.8,98,1.8,75
IL-149,"Pike County",77.6,83,0.5,77.1
IL-151,"Pope County",79.6,98,1.6,78
IL-153,"Pulaski County",80.9,111,2.2,78.7
IL-155,"Putnam County",76.4,100,1.8,74.6
IL-157,"Randolph County",79.6,103,1.7,77.9
IL-159,"Richland County",78.3,98,1.2,77.1
IL-161,"Rock Island County",76.7,102,2.0,74.7
IL-163,"St. Clair County",79.9,101,1.6,78.3
IL-165,"Saline County",79.5,97,1.6,77.9
IL-167,"Sangamon County",77.0,88,0.7,76.3
IL-169,"Schuyler County",76.6,77,0.2,76.4
IL-171,"Scott County",77.6,86,0.6,77
IL-173,"Shelby County",77.0,89,0.8,76.2
IL-175,"Stark County",75.7,96,1.4,74.3
IL-177,"Stephenson County",75.1,108,2.9,72.2
IL-179,"Tazewell County",77.3,99,2.0,75.3
IL-181,"Union County",80.2,110,2.5,77.7
IL-183,"Vermilion County",75.8,92,1.1,74.7
IL-185,"Wabash County",79.2,102,1.7,77.5
IL-187,"Warren County",76.2,94,1.3,74.9
IL-189,"Washington County",79.5,104,1.8,77.7
IL-191,"Wayne County",79.3,103,1.9,77.4
IL-193,"White County",79.7,98,1.7,78
IL-195,"Whiteside County",76.3,110,2.6,73.7
IL-197,"Will County",76.3,107,2.5,73.8
IL-199,"Williamson County",79.5,105,2.1,77.4
IL-201,"Winnebago County",75.6,109,2.7,72.9
IL-203,"Woodford County",76.7,103,2.5,74.2
IN-001,"Adams County",76.5,114,3.3,73.2
IN-003,"Allen County",75.8,109,2.6,73.2
IN-005,"Bartholomew County",77.0,100,1.3,75.7
IN-007,"Benton County",75.0,91,1.3,73.7
IN-009,"Blackford County",76.3,108,2.4,73.9
IN-011,"Boone County",75.2,99,1.6,73.6
IN-013,"Brown County",76.5,101,1.5,75
IN-015,"Carroll County",75.4,98,1.5,73.9
IN-017,"Cass County",75.7,104,2.1,73.6
IN-019,"Clark County",79.0,111,2.6,76.4
IN-021,"Clay County",77.3,102,2.0,75.3
IN-023,"Clinton County",75.2,99,1.5,73.7
IN-025,"Crawford County",76.6,82,0.5,76.1
IN-027,"Daviess County",78.2,102,1.9,76.3
IN-029,"Dearborn County",77.7,113,2.6,75.1
IN-031,"Decatur County",75.9,91,1.0,74.9
IN-033,"DeKalb County",75.3,111,2.8,72.5
IN-035,"Delaware County",76.3,109,2.5,73.8
IN-037,"Dubois County",77.3,96,0.9,76.4
IN-039,"Elkhart County",75.4,116,3.3,72.1
IN-041,"Fayette County",76.1,107,2.2,73.9
IN-043,"Floyd County",78.8,108,2.5,76.3
IN-045,"Fountain County",75.6,93,1.0,74.6
IN-047,"Franklin County",76.7,110,2.1,74.6
IN-049,"Fulton County",75.8,113,2.8,73
IN-051,"Gibson County",79.3,103,1.9,77.4
IN-053,"Grant County",76.1,105,2.2,73.9
IN-055,"Greene County",77.5,103,2.2,75.3
IN-057,"Hamilton County",75.8,100,1.7,74.1
IN-059,"Hancock County",75.9,99,1.6,74.3
IN-061,"Harrison County",78.3,104,2.0,76.3
IN-063,"Hendricks County",75.7,97,1.4,74.3
IN-065,"Henry County",75.4,104,2.0,73.4
IN-067,"Howard County",75.4,100,1.6,73.8
IN-069,"Huntington County",75.8,105,2.2,73.6
IN-071,"Jackson County",77.2,101,1.5,75.7
IN-073,"Jasper County",75.2,98,1.7,73.5
IN-075,"Jay County",76.2,110,2.9,73.3
IN-077,"Jefferson County",78.1,108,2.4,75.7
IN-079,"Jennings County",77.1,99,1.5,75.6
IN-081,"Johnson County",76.3,96,1.3,75
IN-083,"Knox County",78.7,101,1.8,76.9
IN-085,"Kosciusko County",75.5,112,2.8,72.7
IN-087,"LaGrange County",75.3,114,3.2,72.1
IN-089,"Lake County",75.6,103,2.4,73.2
IN-091,"LaPorte County",75.3,114,2.7,72.6
IN-093,"Lawrence County",76.7,95,1.5,75.2
IN-095,"Madison County",76.1,104,2.1,74
IN-097,"Marion County",76.4,99,1.5,74.9
IN-099,"Marshall County",75.4,113,3.1,72.3
IN-101,"Martin County",77.4,100,1.7,75.7
IN-103,"Miami County",76.0,104,2.2,73.8
IN-105,"Monroe County",76.5,100,1.7,74.8
IN-107,"Montgomery County",75.4,101,1.4,74
IN-109,"Morgan County",76.4,98,1.4,75
IN-111,"Newton County",75.4,97,1.6,73.8
IN-113,"Noble County",75.2,113,2.9,72.3
IN-115,"Ohio County",78.5,114,3.1,75.4
IN-117,"Orange County",76.6,95,1.1,75.5
IN-119,"Owen County",77.0,103,2.0,75
IN-121,"Parke County",76.0,96,1.0,75
IN-123,"Perry County",77.0,76,0.1,76.9
IN-125,"Pike County",78.6,99,1.8,76.8
IN-127,"Porter County",75.3,111,2.6,72.7
IN-129,"Posey County",79.7,98,1.4,78.3
IN-131,"Pulaski County",75.5,108,2.4,73.1
IN-133,"Putnam County",75.7,96,1.2,74.5
IN-135,"Randolph County",75.7,109,2.7,73
IN-137,"Ripley County",76.5,103,1.8,74.7
IN-139,"Rush County",75.8,100,1.6,74.2
IN-141,"St. Joseph County",75.3,114,3.1,72.2
IN-143,"Scott County",78.1,105,2.2,75.9
IN-145,"Shelby County",76.3,95,1.2,75.1
IN-147,"Spencer County",78.3,92,0.8,77.5
IN-149,"Starke County",75.5,113,2.7,72.8
IN-151,"Steuben County",74.9,113,3.2,71.7
IN-153,"Sullivan County",78.3,105,2.2,76.1
IN-155,"Switzerland County",78.8,116,3.3,75.5
IN-157,"Tippecanoe County",75.4,94,1.3,74.1
IN-159,"Tipton County",75.4,100,1.7,73.7
IN-161,"Union County",76.6,113,2.7,73.9
IN-163,"Vanderburgh County",79.9,101,1.8,78.1
IN-165,"Vermillion County",76.1,87,0.8,75.3
IN-167,"Vigo County",77.4,96,1.6,75.8
IN-169,"Wabash County",76.0,105,2.2,73.8
IN-171,"Warren County",75.4,92,1.1,74.3
IN-173,"Warrick County",79.2,102,1.8,77.4
IN-175,"Washington County",77.1,100,1.8,75.3
IN-177,"Wayne County",75.9,110,2.6,73.3
IN-179,"Wells County",76.1,109,2.6,73.5
IN-181,"White County",75.3,98,1.7,73.6
IN-183,"Whitley County",75.3,106,2.4,72.9
IA-001,"Adair County",75.2,86,0.7,74.5
IA-003,"Adams County",75.5,84,0.6,74.9
IA-005,"Allamakee County",74.5,107,2.5,72
IA-007,"Appanoose County",77.1,92,1.2,75.9
IA-009,"Audubon County",75.0,90,1.1,73.9
IA-011,"Benton County",74.5,88,1.1,73.4
IA-013,"Black Hawk County",74.6,94,1.6,73
IA-015,"Boone County",76.1,102,1.9,74.2
IA-017,"Bremer County",74.6,105,2.3,72.3
IA-019,"Buchanan County",73.9,92,1.5,72.4
IA-021,"Buena Vista County",75.3,104,2.2,73.1
IA-023,"Butler County",74.6,98,1.9,72.7
IA-025,"Calhoun County",75.5,95,1.7,73.8
IA-027,"Carroll County",75.6,100,1.9,73.7
IA-029,"Cass County",75.4,83,0.6,74.8
IA-031,"Cedar County",75.8,94,1.6,74.2
IA-033,"Cerro Gordo County",73.5,92,1.4,72.1
IA-035,"Cherokee County",75.2,101,2.0,73.2
IA-037,"Chickasaw County",73.5,99,1.9,71.6
IA-039,"Clarke County",77.0,98,1.6,75.4
IA-041,"Clay County",74.8,105,2.2,72.6
IA-043,"Clayton County",74.5,104,2.1,72.4
IA-045,"Clinton County",77.0,112,3.1,73.9
IA-047,"Crawford County",75.5,96,1.8,73.7
IA-049,"Dallas County",76.6,95,1.5,75.1
IA-051,"Davis County",76.8,86,0.9,75.9
IA-053,"Decatur County",77.0,96,1.5,75.5
IA-055,"Delaware County",74.3,105,2.2,72.1
IA-057,"Des Moines County",76.7,88,0.9,75.8
IA-059,"Dickinson County",74.2,103,2.1,72.1
IA-061,"Dubuque County",74.9,104,2.3,72.6
IA-063,"Emmet County",73.1,82,0.9,72.2
IA-065,"Fayette County",73.5,95,1.7,71.8
IA-067,"Floyd County",74.0,96,1.7,72.3
IA-069,"Franklin County",74.3,98,2.0,72.3
IA-071,"Fremont County",77.0,76,0.2,76.8
IA-073,"Greene County",75.7,100,1.6,74.1
IA-075,"Grundy County",74.8,98,1.8,73
IA-077,"Guthrie County",75.8,94,1.4,74.4
IA-079,"Hamilton County",74.3,86,1.0,73.3
IA-081,"Hancock County",73.4,90,1.1,72.3
IA-083,"Hardin County",75.2,102,2.3,72.9
IA-085,"Harrison County",76.0,87,0.9,75.1
IA-087,"Henry County",76.0,79,0.4,75.6
IA-089,"Howard County",72.3,95,1.7,70.6
IA-091,"Humboldt County",74.6,91,1.2,73.4
IA-093,"Ida County",75.4,99,1.9,73.5
IA-095,"Iowa County",76.1,98,2.0,74.1
IA-097,"Jackson County",76.3,111,3.1,73.2
IA-099,"Jasper County",76.2,94,1.5,74.7
IA-101,"Jefferson County",75.7,76,0.2,75.5
IA-103,"Johnson County",75.9,93,1.5,74.4
IA-105,"Jones County",75.2,98,2.0,73.2
IA-107,"Keokuk County",75.9,91,1.1,74.8
IA-109,"Kossuth County",73.8,88,1.2,72.6
IA-111,"Lee County",77.0,80,0.4,76.6
IA-113,"Linn County",74.6,88,1.2,73.4
IA-115,"Louisa County",76.7,92,1.5,75.2
IA-117,"Lucas County",76.6,90,1.1,75.5
IA-119,"Lyon County",74.6,91,1.7,72.9
IA-121,"Madison County",76.3,88,0.9,75.4
IA-123,"Mahaska County",76.1,88,0.9,75.2
IA-125,"Marion County",76.6,86,0.8,75.8
IA-127,"Marshall County",75.4,97,1.7,73.7
IA-129,"Mills County",76.8,79,0.5,76.3
IA-131,"Mitchell County",73.1,95,1.6,71.5
IA-133,"Monona County",75.8,90,1.2,74.6
IA-135,"Monroe County",76.6,86,0.8,75.8
IA-137,"Montgomery County",76.0,77,0.4,75.6
IA-139,"Muscatine County",76.4,93,1.6,74.8
IA-141,"O'Brien County",74.8,100,2.0,72.8
IA-143,"Osceola County",74.3,103,2.1,72.2
IA-145,"Page County",76.6,80,0.6,76
IA-147,"Palo Alto County",74.3,94,1.6,72.7
IA-149,"Plymouth County",75.4,91,1.7,73.7
IA-151,"Pocahontas County",74.8,93,1.4,73.4
IA-153,"Polk County",76.4,87,0.9,75.5
IA-155,"Pottawattamie County",76.2,82,0.7,75.5
IA-157,"Poweshiek County",75.8,96,1.9,73.9
IA-159,"Ringgold County",76.4,94,1.3,75.1
IA-161,"Sac County",75.8,106,2.4,73.4
IA-163,"Scott County",76.6,107,2.3,74.3
IA-165,"Shelby County",75.3,91,1.0,74.3
IA-167,"Sioux County",74.8,87,1.4,73.4
IA-169,"Story County",75.7,96,1.6,74.1
IA-171,"Tama County",74.9,94,1.5,73.4
IA-173,"Taylor County",76.2,89,1.1,75.1
IA-175,"Union County",75.3,79,0.4,74.9
IA-177,"Van Buren County",76.3,75,0.2,76.1
IA-179,"Wapello County",76.2,80,0.5,75.7
IA-181,"Warren County",77.2,90,1.1,76.1
IA-183,"Washington County",76.1,93,1.4,74.7
IA-185,"Wayne County",76.6,90,1.1,75.5
IA-187,"Webster County",74.6,87,1.0,73.6
IA-189,"Winnebago County",72.8,82,0.8,72
IA-191,"Winneshiek County",73.2,103,2.2,71
IA-193,"Woodbury County",75.8,96,1.6,74.2
IA-195,"Worth County",72.8,87,1.0,71.8
IA-197,"Wright County",73.7,89,1.0,72.7
KS-001,"Allen County",80.5,93,1.1,79.4
KS-003,"Anderson County",80.1,96,1.2,78.9
KS-005,"Atchison County",77.6,59,-0.1,77.7
KS-007,"Barber County",80.4,60,-0.7,81.1
KS-009,"Barton County",77.9,32,-1.8,79.7
KS-011,"Bourbon County",80.9,99,1.6,79.3
KS-013,"Brown County",77.2,67,-0.1,77.3
KS-015,"Butler County",80.9,90,1.2,79.7
KS-017,"Chase County",79.3,76,0.4,78.9
KS-019,"Chautauqua County",80.6,72,0.1,80.5
KS-021,"Cherokee County",81.7,103,1.7,80
KS-023,"Cheyenne County",77.2,88,1.4,75.8
KS-025,"Clark County",81.5,84,0.7,80.8
KS-027,"Clay County",79.5,75,0.3,79.2
KS-029,"Cloud County",78.5,54,-0.5,79
KS-031,"Coffey County",79.9,92,1.1,78.8
KS-033,"Comanche County",80.9,67,0.0,80.9
KS-035,"Cowley County",80.6,71,0.2,80.4
KS-037,"Crawford County",81.3,105,1.8,79.5
KS-039,"Decatur County",77.9,83,0.8,77.1
KS-041,"Dickinson County",79.9,75,0.4,79.5
KS-043,"Doniphan County",76.8,46,-1.0,77.8
KS-045,"Douglas County",79.1,77,0.5,78.6
KS-047,"Edwards County",78.7,52,-0.9,79.6
KS-049,"Elk County",80.2,74,0.5,79.7
KS-051,"Ellis County",78.3,52,-0.7,79
KS-053,"Ellsworth County",79.0,49,-1.0,80
KS-055,"Finney County",79.3,85,1.1,78.2
KS-057,"Ford County",79.6,75,0.4,79.2
KS-059,"Franklin County",79.6,88,0.9,78.7
KS-061,"Geary County",79.2,74,0.2,79
KS-063,"Gove County",78.5,75,0.6,77.9
KS-065,"Graham County",78.3,70,0.1,78.2
KS-067,"Grant County",79.4,81,0.5,78.9
KS-069,"Gray County",79.7,89,1.0,78.7
KS-071,"Greeley County",77.4,82,0.8,76.6
KS-073,"Greenwood County",80.2,89,1.1,79.1
KS-075,"Hamilton County",78.3,73,0.2,78.1
KS-077,"Harper County",80.7,57,-0.8,81.5
KS-079,"Harvey County",80.8,84,0.8,80
KS-081,"Haskell County",79.5,84,0.7,78.8
KS-083,"Hodgeman County",79.6,76,0.3,79.3
KS-085,"Jackson County",78.4,80,0.6,77.8
KS-087,"Jefferson County",78.7,82,0.7,78
KS-089,"Jewell County",77.5,51,-0.7,78.2
KS-091,"Johnson County",78.6,75,0.3,78.3
KS-093,"Kearny County",78.6,75,0.5,78.1
KS-095,"Kingman County",79.8,56,-0.9,80.7
KS-097,"Kiowa County",79.3,61,-0.5,79.8
KS-099,"Labette County",81.4,92,1.1,80.3
KS-101,"Lane County",79.2,90,1.3,77.9
KS-103,"Leavenworth County",78.8,80,0.6,78.2
KS-105,"Lincoln County",78.7,47,-1.0,79.7
KS-107,"Linn County",80.4,96,1.4,79
KS-109,"Logan County",78.1,76,0.8,77.3
KS-111,"Lyon County",79.3,83,0.7,78.6
KS-113,"McPherson County",80.2,74,0.4,79.8
KS-115,"Marion County",80.0,81,0.7,79.3
KS-117,"Marshall County",78.8,85,0.7,78.1
KS-119,"Meade County",81.0,88,1.0,80
KS-121,"Miami County",79.2,84,0.6,78.6
KS-123,"Mitchell County",77.8,41,-1.4,79.2
KS-125,"Montgomery County",81.4,82,0.6,80.8
KS-127,"Morris County",78.6,73,0.2,78.4
KS-129,"Morton County",79.7,86,0.9,78.8
KS-131,"Nemaha County",77.6,79,0.3,77.3
KS-133,"Neosho County",80.7,86,0.9,79.8
KS-135,"Ness County",78.9,67,-0.2,79.1
KS-137,"Norton County",78.1,81,0.7,77.4
KS-139,"Osage County",79.8,94,1.3,78.5
KS-141,"Osborne County",78.2,49,-0.9,79.1
KS-143,"Ottawa County",79.4,65,-0.1,79.5
KS-145,"Pawnee County",78.1,37,-1.5,79.6
KS-147,"Phillips County",78.2,67,-0.0,78.2
KS-149,"Pottawatomie County",78.7,76,0.2,78.5
KS-151,"Pratt County",79.0,48,-1.0,80
KS-153,"Rawlins County",76.9,73,0.3,76.6
KS-155,"Reno County",79.8,55,-0.6,80.4
KS-157,"Republic County",77.7,53,-0.4,78.1
KS-159,"Rice County",79.2,54,-0.9,80.1
KS-161,"Riley County",79.2,75,0.3,78.9
KS-163,"Rooks County",78.2,54,-0.7,78.9
KS-165,"Rush County",78.1,44,-1.2,79.3
KS-167,"Russell County",78.6,47,-1.0,79.6
KS-169,"Saline County",80.1,68,0.1,80
KS-171,"Scott County",78.7,84,1.2,77.5
KS-173,"Sedgwick County",81.2,77,0.6,80.6
KS-175,"Seward County",80.8,95,1.3,79.5
KS-177,"Shawnee County",79.4,83,0.9,78.5
KS-179,"Sheridan County",78.4,89,1.0,77.4
KS-181,"Sherman County",76.7,85,1.3,75.4
KS-183,"Smith County",77.8,56,-0.4,78.2
KS-185,"Stafford County",78.5,39,-1.3,79.8
KS-187,"Stanton County",79.1,75,0.4,78.7
KS-189,"Stevens County",80.3,95,1.2,79.1
KS-191,"Sumner County",81.4,70,0.1,81.3
KS-193,"Thomas County",77.2,78,0.7,76.5
KS-195,"Trego County",78.2,61,-0.2,78.4
KS-197,"Wabaunsee County",79.1,81,0.7,78.4
KS-199,"Wallace County",77.4,84,1.1,76.3
KS-201,"Washington County",78.7,80,0.5,78.2
KS-203,"Wichita County",77.9,78,0.7,77.2
KS-205,"Wilson County",81.1,86,1.0,80.1
KS-207,"Woodson County",80.4,86,1.1,79.3
KS-209,"Wyandotte County",78.7,70,0.4,78.3
KY-001,"Adair County",79.2,118,3.2,76
KY-003,"Allen County",80.0,108,2.5,77.5
KY-005,"Anderson County",78.7,113,2.8,75.9
KY-007,"Ballard County",81.0,110,2.1,78.9
KY-009,"Barren County",79.8,107,2.4,77.4
KY-011,"Bath County",77.7,109,2.3,75.4
KY-013,"Bell County",75.3,100,1.5,73.8
KY-015,"Boone County",78.6,114,3.1,75.5
KY-017,"Bourbon County",78.2,115,3.0,75.2
KY-019,"Boyd County",79.3,126,4.6,74.7
KY-021,"Boyle County",78.0,111,2.6,75.4
KY-023,"Bracken County",78.5,117,3.4,75.1
KY-025,"Breathitt County",78.6,117,2.8,75.8
KY-027,"Breckinridge County",78.2,100,1.6,76.6
KY-029,"Bullitt County",79.2,105,2.3,76.9
KY-031,"Butler County",80.3,109,2.6,77.7
KY-033,"Caldwell County",79.9,100,1.5,78.4
KY-035,"Calloway County",80.3,95,1.6,78.7
KY-037,"Campbell County",78.6,113,2.8,75.8
KY-039,"Carlisle County",81.0,105,2.0,79
KY-041,"Carroll County",79.4,116,3.3,76.1
KY-043,"Carter County",78.1,122,3.8,74.3
KY-045,"Casey County",78.1,115,3.0,75.1
KY-047,"Christian County",80.1,104,1.9,78.2
KY-049,"Clark County",78.1,112,2.8,75.3
KY-051,"Clay County",78.0,120,3.0,75
KY-053,"Clinton County",78.6,118,3.0,75.6
KY-055,"Crittenden County",79.8,96,1.4,78.4
KY-057,"Cumberland County",79.6,117,2.9,76.7
KY-059,"Daviess County",79.2,98,1.4,77.8
KY-061,"Edmonson County",79.9,111,2.7,77.2
KY-063,"Elliott County",77.6,117,2.9,74.7
KY-065,"Estill County",78.4,111,2.6,75.8
KY-067,"Fayette County",78.0,113,2.8,75.2
KY-069,"Fleming County",77.6,113,2.6,75
KY-071,"Floyd County",78.2,120,2.6,75.6
KY-073,"Franklin County",79.2,118,3.2,76
KY-075,"Fulton County",80.9,96,1.3,79.6
KY-077,"Gallatin County",79.4,116,3.5,75.9
KY-079,"Garrard County",78.2,111,2.6,75.6
KY-081,"Grant County",78.8,116,3.3,75.5
KY-083,"Graves County",80.6,99,1.8,78.8
KY-085,"Grayson County",79.1,112,2.6,76.5
KY-087,"Green County",79.4,111,2.6,76.8
KY-089,"Greenup County",78.8,125,4.4,74.4
KY-091,"Hancock County",78.0,89,0.7,77.3
KY-093,"Hardin County",78.4,106,2.2,76.2
KY-095,"Harlan County",73.8,99,1.3,72.5
KY-097,"Harrison County",78.7,116,3.3,75.4
KY-099,"Hart County",79.3,110,2.5,76.8
KY-101,"Henderson County",79.9,98,1.5,78.4
KY-103,"Henry County",79.0,116,3.2,75.8
KY-105,"Hickman County",80.8,98,1.7,79.1
KY-107,"Hopkins County",80.1,99,1.7,78.4
KY-109,"Jackson County",77.5,116,2.8,74.7
KY-111,"Jefferson County",79.7,109,2.6,77.1
KY-113,"Jessamine County",78.3,112,2.8,75.5
KY-115,"Johnson County",78.1,120,3.0,75.1
KY-117,"Kenton County",78.4,112,2.9,75.5
KY-119,"Knott County",77.2,116,2.5,74.7
KY-121,"Knox County",77.3,116,2.5,74.8
KY-123,"Larue County",78.4,107,2.2,76.2
KY-125,"Laurel County",77.8,121,3.0,74.8
KY-127,"Lawrence County",78.5,124,3.8,74.7
KY-129,"Lee County",78.5,114,2.5,76
KY-131,"Leslie County",76.8,112,2.3,74.5
KY-133,"Letcher County",75.3,107,1.8,73.5
KY-135,"Lewis County",78.0,120,3.5,74.5
KY-137,"Lincoln County",77.7,112,2.8,74.9
KY-139,"Livingston County",80.3,98,1.6,78.7
KY-141,"Logan County",79.9,103,1.9,78
KY-143,"Lyon County",80.3,98,1.6,78.7
KY-145,"McCracken County",81.0,103,2.1,78.9
KY-147,"McCreary County",77.0,114,2.4,74.6
KY-149,"McLean County",80.0,101,1.9,78.1
KY-151,"Madison County",78.4,113,2.7,75.7
KY-153,"Magoffin County",78.0,116,2.8,75.2
KY-155,"Marion County",78.6,112,2.5,76.1
KY-157,"Marshall County",80.7,98,1.7,79
KY-159,"Martin County",78.5,121,3.2,75.3
KY-161,"Mason County",78.1,117,3.4,74.7
KY-163,"Meade County",78.0,101,1.6,76.4
KY-165,"Menifee County",77.4,109,2.2,75.2
KY-167,"Mercer County",78.4,112,2.7,75.7
KY-169,"Metcalfe County",79.2,112,2.7,76.5
KY-171,"Monroe County",79.2,108,2.4,76.8
KY-173,"Montgomery County",77.8,111,2.6,75.2
KY-175,"Morgan County",77.7,109,2.4,75.3
KY-177,"Muhlenberg County",80.2,104,2.2,78
KY-179,"Nelson County",78.8,107,2.3,76.5
KY-181,"Nicholas County",78.1,114,3.0,75.1
KY-183,"Ohio County",79.6,106,2.2,77.4
KY-185,"Oldham County",79.0,113,2.8,76.2
KY-187,"Owen County",79.0,115,3.3,75.7
KY-189,"Owsley County",78.6,119,2.9,75.7
KY-191,"Pendleton County",78.8,116,3.2,75.6
KY-193,"Perry County",77.5,115,2.4,75.1
KY-195,"Pike County",77.4,112,2.3,75.1
KY-197,"Powell County",78.1,110,2.4,75.7
KY-199,"Pulaski County",78.1,117,3.0,75.1
KY-201,"Robertson County",78.5,117,3.4,75.1
KY-203,"Rockcastle County",77.6,114,2.8,74.8
KY-205,"Rowan County",77.0,109,2.1,74.9
KY-207,"Russell County",79.0,118,3.4,75.6
KY-209,"Scott County",78.5,115,3.1,75.4
KY-211,"Shelby County",78.8,114,2.9,75.9
KY-213,"Simpson County",80.2,108,2.4,77.8
KY-215,"Spencer County",79.0,110,2.6,76.4
KY-217,"Taylor County",78.8,113,2.7,76.1
KY-219,"Todd County",79.8,102,1.9,77.9
KY-221,"Trigg County",80.1,99,1.6,78.5
KY-223,"Trimble County",78.9,114,2.9,76
