October 2020 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99
"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
ID-027,"Canyon County",53.2,95,1.7,51.5
ID-029,"Caribou County",44.2,92,1.5,42.7
ID-031,"Cassia County",48.8,100,2.3,46.5
ID-033,"Clark County",42.5,86,1.5,41
ID-035,"Clearwater County",43.5,55,-0.5,44
ID-037,"Custer County",41.7,103,2.5,39.2
ID-039,"Elmore County",49.9,103,2.4,47.5
ID-041,"Franklin County",47.1,102,2.4,44.7
ID-043,"Fremont County",41.5,74,0.5,41
ID-045,"Gem County",50.8,90,1.2,49.6
ID-047,"Gooding County",51.4,101,2.1,49.3
ID-049,"Idaho County",42.6,72,0.4,42.2
ID-051,"Jefferson County",45.5,88,1.4,44.1
ID-053,"Jerome County",50.6,98,1.9,48.7
ID-055,"Kootenai County",45.1,66,-0.1,45.2
ID-057,"Latah County",46.4,69,0.2,46.2
ID-059,"Lemhi County",41.5,93,1.7,39.8
ID-061,"Lewis County",46.2,67,0.0,46.2
ID-063,"Lincoln County",48.3,87,1.3,47
ID-065,"Madison County",45.0,87,1.3,43.7
ID-067,"Minidoka County",48.1,86,1.4,46.7
ID-069,"Nez Perce County",49.4,78,0.5,48.9
ID-071,"Oneida County",48.6,100,2.3,46.3
ID-073,"Owyhee County",50.5,107,2.5,48
ID-075,"Payette County",53.0,106,2.1,50.9
ID-077,"Power County",47.4,84,1.2,46.2
ID-079,"Shoshone County",42.2,51,-0.6,42.8
ID-081,"Teton County",41.7,76,0.7,41
ID-083,"Twin Falls County",49.9,95,1.9,48
ID-085,"Valley County",42.0,102,1.9,40.1
ID-087,"Washington County",50.5,106,2.0,48.5
IL-001,"Adams County",52.3,18,-3.2,55.5
IL-003,"Alexander County",57.4,37,-1.4,58.8
IL-005,"Bond County",54.2,26,-2.4,56.6
IL-007,"Boone County",47.5,14,-3.5,51
IL-009,"Brown County",51.8,16,-3.4,55.2
IL-011,"Bureau County",49.1,16,-3.4,52.5
IL-013,"Calhoun County",53.6,20,-2.9,56.5
IL-015,"Carroll County",47.9,17,-3.1,51
IL-017,"Cass County",51.5,12,-3.7,55.2
IL-019,"Champaign County",52.2,35,-1.8,54
IL-021,"Christian County",52.7,24,-2.6,55.3
IL-023,"Clark County",54.3,43,-1.0,55.3
IL-025,"Clay County",54.8,38,-1.5,56.3
IL-027,"Clinton County",55.0,31,-2.1,57.1
IL-029,"Coles County",53.1,31,-1.9,55
IL-031,"Cook County",50.2,27,-2.4,52.6
IL-033,"Crawford County",55.1,43,-1.0,56.1
IL-035,"Cumberland County",53.7,31,-1.8,55.5
IL-037,"DeKalb County",48.2,15,-3.3,51.5
IL-039,"De Witt County",52.0,34,-1.9,53.9
IL-041,"Douglas County",52.9,38,-1.6,54.5
IL-043,"DuPage County",49.8,28,-2.3,52.1
IL-045,"Edgar County",53.0,32,-1.6,54.6
IL-047,"Edwards County",55.6,38,-1.5,57.1
IL-049,"Effingham County",53.8,30,-1.9,55.7
IL-051,"Fayette County",53.9,27,-2.2,56.1
IL-053,"Ford County",51.4,35,-1.9,53.3
IL-055,"Franklin County",55.9,38,-1.5,57.4
IL-057,"Fulton County",51.1,16,-3.5,54.6
IL-059,"Gallatin County",55.6,22,-2.6,58.2
IL-061,"Greene County",53.1,19,-3.2,56.3
IL-063,"Grundy County",50.4,25,-2.4,52.8
IL-065,"Hamilton County",55.7,37,-1.7,57.4
IL-067,"Hancock County",51.9,19,-3.1,55
IL-069,"Hardin County",56.1,24,-2.4,58.5
IL-071,"Henderson County",50.2,14,-3.9,54.1
IL-073,"Henry County",49.1,15,-3.7,52.8
IL-075,"Iroquois County",51.4,36,-1.7,53.1
IL-077,"Jackson County",55.6,30,-1.9,57.5
IL-079,"Jasper County",54.4,35,-1.6,56
IL-081,"Jefferson County",55.7,39,-1.5,57.2
IL-083,"Jersey County",54.0,24,-2.8,56.8
IL-085,"Jo Daviess County",47.2,18,-3.4,50.6
IL-087,"Johnson County",56.6,35,-1.5,58.1
IL-089,"Kane County",48.7,19,-2.9,51.6
IL-091,"Kankakee County",51.0,34,-1.7,52.7
IL-093,"Kendall County",49.8,23,-2.7,52.5
IL-095,"Knox County",49.6,16,-3.7,53.3
IL-097,"Lake County",48.4,16,-3.3,51.7
IL-099,"LaSalle County",49.7,18,-2.9,52.6
IL-101,"Lawrence County",55.5,43,-1.2,56.7
IL-103,"Lee County",48.8,19,-2.9,51.7
IL-105,"Livingston County",50.7,28,-2.3,53
IL-107,"Logan County",52.1,22,-2.5,54.6
IL-109,"McDonough County",50.8,15,-3.6,54.4
IL-111,"McHenry County",47.7,16,-3.3,51
IL-113,"McLean County",51.5,37,-1.7,53.2
IL-115,"Macon County",52.3,28,-2.4,54.7
IL-117,"Macoupin County",53.2,21,-2.8,56
IL-119,"Madison County",54.6,24,-2.7,57.3
IL-121,"Marion County",54.7,33,-1.9,56.6
IL-123,"Marshall County",50.2,18,-3.1,53.3
IL-125,"Mason County",51.8,16,-3.3,55.1
IL-127,"Massac County",57.4,36,-1.4,58.8
IL-129,"Menard County",51.6,12,-3.5,55.1
IL-131,"Mercer County",49.2,13,-4.2,53.4
IL-133,"Monroe County",55.5,27,-2.2,57.7
IL-135,"Montgomery County",53.2,25,-2.6,55.8
IL-137,"Morgan County",51.7,13,-3.5,55.2
IL-139,"Moultrie County",52.7,31,-2.2,54.9
IL-141,"Ogle County",48.4,21,-2.8,51.2
IL-143,"Peoria County",51.0,22,-2.8,53.8
IL-145,"Perry County",55.4,31,-1.9,57.3
IL-147,"Piatt County",52.3,35,-1.9,54.2
IL-149,"Pike County",52.4,14,-3.4,55.8
IL-151,"Pope County",56.4,30,-2.0,58.4
IL-153,"Pulaski County",57.6,38,-1.3,58.9
IL-155,"Putnam County",49.9,16,-3.4,53.3
IL-157,"Randolph County",55.1,27,-2.3,57.4
IL-159,"Richland County",55.2,39,-1.4,56.6
IL-161,"Rock Island County",49.3,14,-3.7,53
IL-163,"St. Clair County",55.2,26,-2.5,57.7
IL-165,"Saline County",55.6,25,-2.3,57.9
IL-167,"Sangamon County",51.8,14,-3.4,55.2
IL-169,"Schuyler County",51.7,18,-3.2,54.9
IL-171,"Scott County",52.2,13,-3.5,55.7
IL-173,"Shelby County",53.0,26,-2.4,55.4
IL-175,"Stark County",49.6,19,-3.4,53
IL-177,"Stephenson County",47.1,16,-3.3,50.4
IL-179,"Tazewell County",51.8,30,-2.2,54
IL-181,"Union County",56.4,36,-1.5,57.9
IL-183,"Vermilion County",51.9,30,-2.1,54
IL-185,"Wabash County",55.9,42,-1.3,57.2
IL-187,"Warren County",49.6,15,-3.8,53.4
IL-189,"Washington County",55.2,31,-2.0,57.2
IL-191,"Wayne County",55.5,40,-1.4,56.9
IL-193,"White County",55.5,28,-2.2,57.7
IL-195,"Whiteside County",48.7,14,-3.4,52.1
IL-197,"Will County",50.3,27,-2.5,52.8
IL-199,"Williamson County",55.9,34,-1.7,57.6
IL-201,"Winnebago County",47.6,15,-3.5,51.1
IL-203,"Woodford County",50.9,33,-2.2,53.1
IN-001,"Adams County",51.7,50,-0.7,52.4
IN-003,"Allen County",51.3,46,-0.9,52.2
IN-005,"Bartholomew County",54.9,57,-0.1,55
IN-007,"Benton County",51.4,39,-1.5,52.9
IN-009,"Blackford County",52.3,42,-0.8,53.1
IN-011,"Boone County",52.8,59,0.0,52.8
IN-013,"Brown County",54.2,56,-0.2,54.4
IN-015,"Carroll County",52.0,42,-1.1,53.1
IN-017,"Cass County",51.4,40,-1.3,52.7
IN-019,"Clark County",56.9,78,0.9,56
IN-021,"Clay County",54.4,55,-0.3,54.7
IN-023,"Clinton County",52.5,53,-0.4,52.9
IN-025,"Crawford County",55.8,53,-0.4,56.2
IN-027,"Daviess County",55.8,57,-0.1,55.9
IN-029,"Dearborn County",55.1,61,0.3,54.8
IN-031,"Decatur County",53.9,45,-0.6,54.5
IN-033,"DeKalb County",50.4,42,-1.1,51.5
IN-035,"Delaware County",52.9,49,-0.4,53.3
IN-037,"Dubois County",56.0,54,-0.2,56.2
IN-039,"Elkhart County",49.2,30,-2.1,51.3
IN-041,"Fayette County",53.2,54,-0.2,53.4
IN-043,"Floyd County",57.0,78,0.9,56.1
IN-045,"Fountain County",52.4,40,-1.3,53.7
IN-047,"Franklin County",54.0,59,0.0,54
IN-049,"Fulton County",50.7,41,-1.3,52
IN-051,"Gibson County",56.5,49,-0.7,57.2
IN-053,"Grant County",52.5,43,-0.7,53.2
IN-055,"Greene County",55.0,61,0.1,54.9
IN-057,"Hamilton County",53.1,54,-0.3,53.4
IN-059,"Hancock County",52.9,40,-0.9,53.8
IN-061,"Harrison County",56.6,68,0.3,56.3
IN-063,"Hendricks County",52.9,52,-0.5,53.4
IN-065,"Henry County",52.4,47,-0.5,52.9
IN-067,"Howard County",52.1,43,-1.0,53.1
IN-069,"Huntington County",51.9,49,-0.7,52.6
IN-071,"Jackson County",55.2,58,-0.0,55.2
IN-073,"Jasper County",51.1,38,-1.4,52.5
IN-075,"Jay County",51.8,41,-1.0,52.8
IN-077,"Jefferson County",55.7,62,0.2,55.5
IN-079,"Jennings County",55.1,53,-0.2,55.3
IN-081,"Johnson County",53.7,52,-0.4,54.1
IN-083,"Knox County",55.9,50,-0.5,56.4
IN-085,"Kosciusko County",50.0,34,-1.7,51.7
IN-087,"LaGrange County",49.1,32,-2.1,51.2
IN-089,"Lake County",50.6,32,-2.0,52.6
IN-091,"LaPorte County",50.4,35,-1.7,52.1
IN-093,"Lawrence County",54.8,58,-0.1,54.9
IN-095,"Madison County",53.2,49,-0.4,53.6
IN-097,"Marion County",53.3,48,-0.6,53.9
IN-099,"Marshall County",50.3,40,-1.2,51.5
IN-101,"Martin County",55.5,63,0.1,55.4
IN-103,"Miami County",51.6,41,-1.2,52.8
IN-105,"Monroe County",54.0,56,-0.3,54.3
IN-107,"Montgomery County",52.9,57,-0.3,53.2
IN-109,"Morgan County",53.7,52,-0.4,54.1
IN-111,"Newton County",51.3,41,-1.4,52.7
IN-113,"Noble County",49.5,33,-1.9,51.4
IN-115,"Ohio County",55.7,65,0.3,55.4
IN-117,"Orange County",55.5,59,0.0,55.5
IN-119,"Owen County",54.2,56,-0.2,54.4
IN-121,"Parke County",52.8,36,-1.5,54.3
IN-123,"Perry County",55.9,40,-1.2,57.1
IN-125,"Pike County",56.3,57,-0.2,56.5
IN-127,"Porter County",50.6,33,-1.8,52.4
IN-129,"Posey County",56.2,31,-1.9,58.1
IN-131,"Pulaski County",50.9,41,-1.3,52.2
IN-133,"Putnam County",53.1,48,-0.7,53.8
IN-135,"Randolph County",51.8,44,-0.7,52.5
IN-137,"Ripley County",54.3,54,-0.2,54.5
IN-139,"Rush County",53.2,48,-0.6,53.8
IN-141,"St. Joseph County",50.0,34,-1.6,51.6
IN-143,"Scott County",55.9,69,0.4,55.5
IN-145,"Shelby County",53.8,44,-0.6,54.4
IN-147,"Spencer County",56.5,42,-1.0,57.5
IN-149,"Starke County",50.7,39,-1.3,52
IN-151,"Steuben County",49.4,38,-1.5,50.9
IN-153,"Sullivan County",55.7,66,0.2,55.5
IN-155,"Switzerland County",56.0,67,0.4,55.6
IN-157,"Tippecanoe County",52.5,47,-0.8,53.3
IN-159,"Tipton County",52.6,49,-0.5,53.1
IN-161,"Union County",53.4,59,0.2,53.2
IN-163,"Vanderburgh County",57.1,46,-0.8,57.9
IN-165,"Vermillion County",52.7,33,-1.8,54.5
IN-167,"Vigo County",54.5,52,-0.6,55.1
IN-169,"Wabash County",51.8,43,-0.9,52.7
IN-171,"Warren County",51.8,34,-1.7,53.5
IN-173,"Warrick County",56.8,52,-0.5,57.3
IN-175,"Washington County",55.5,67,0.4,55.1
IN-177,"Wayne County",52.5,55,-0.2,52.7
IN-179,"Wells County",51.9,49,-0.6,52.5
IN-181,"White County",51.5,39,-1.2,52.7
IN-183,"Whitley County",50.6,41,-1.3,51.9
IA-001,"Adair County",47.0,8,-5.3,52.3
IA-003,"Adams County",47.3,6,-5.4,52.7
IA-005,"Allamakee County",44.7,9,-4.9,49.6
IA-007,"Appanoose County",48.0,7,-6.0,54
IA-009,"Audubon County",46.1,7,-5.3,51.4
IA-011,"Benton County",45.6,8,-5.7,51.3
IA-013,"Black Hawk County",45.3,8,-5.4,50.7
IA-015,"Boone County",46.2,7,-5.6,51.8
IA-017,"Bremer County",44.7,9,-5.2,49.9
IA-019,"Buchanan County",44.9,7,-5.3,50.2
IA-021,"Buena Vista County",44.1,6,-5.9,50
IA-023,"Butler County",45.1,8,-5.1,50.2
IA-025,"Calhoun County",45.4,8,-5.4,50.8
IA-027,"Carroll County",46.2,11,-4.8,51
IA-029,"Cass County",46.9,9,-5.4,52.3
IA-031,"Cedar County",47.6,12,-4.3,51.9
IA-033,"Cerro Gordo County",43.9,8,-5.5,49.4
IA-035,"Cherokee County",44.1,6,-5.9,50
IA-037,"Chickasaw County",42.8,5,-6.4,49.2
IA-039,"Clarke County",48.0,7,-5.4,53.4
IA-041,"Clay County",43.4,7,-5.8,49.2
IA-043,"Clayton County",45.6,11,-4.5,50.1
IA-045,"Clinton County",48.8,19,-3.2,52
IA-047,"Crawford County",46.2,10,-4.7,50.9
IA-049,"Dallas County",46.6,5,-6.2,52.8
IA-051,"Davis County",48.4,7,-5.6,54
IA-053,"Decatur County",48.8,9,-4.9,53.7
IA-055,"Delaware County",45.6,10,-4.6,50.2
IA-057,"Des Moines County",50.0,13,-4.0,54
IA-059,"Dickinson County",42.7,6,-5.8,48.5
IA-061,"Dubuque County",46.2,10,-4.6,50.8
IA-063,"Emmet County",42.7,6,-5.8,48.5
IA-065,"Fayette County",44.1,7,-5.2,49.3
IA-067,"Floyd County",43.9,6,-5.7,49.6
IA-069,"Franklin County",44.6,9,-5.2,49.8
IA-071,"Fremont County",49.1,9,-5.1,54.2
IA-073,"Greene County",46.2,8,-5.4,51.6
IA-075,"Grundy County",45.6,9,-5.1,50.7
IA-077,"Guthrie County",46.7,8,-5.4,52.1
IA-079,"Hamilton County",45.0,5,-5.8,50.8
IA-081,"Hancock County",43.4,5,-6.1,49.5
IA-083,"Hardin County",45.0,7,-5.6,50.6
IA-085,"Harrison County",47.2,9,-5.0,52.2
IA-087,"Henry County",48.7,9,-5.0,53.7
IA-089,"Howard County",41.4,5,-6.6,48
IA-091,"Humboldt County",44.1,5,-6.3,50.4
IA-093,"Ida County",45.0,8,-5.5,50.5
IA-095,"Iowa County",47.1,9,-5.0,52.1
IA-097,"Jackson County",47.7,15,-3.7,51.4
IA-099,"Jasper County",47.0,7,-5.6,52.6
IA-101,"Jefferson County",47.2,3,-6.3,53.5
IA-103,"Johnson County",47.3,11,-4.9,52.2
IA-105,"Jones County",47.2,14,-3.8,51
IA-107,"Keokuk County",47.2,7,-5.5,52.7
IA-109,"Kossuth County",43.2,5,-6.1,49.3
IA-111,"Lee County",51.0,16,-3.8,54.8
IA-113,"Linn County",46.3,11,-4.7,51
IA-115,"Louisa County",49.0,12,-4.5,53.5
IA-117,"Lucas County",47.7,7,-5.9,53.6
IA-119,"Lyon County",42.5,5,-6.4,48.9
IA-121,"Madison County",47.3,7,-5.8,53.1
IA-123,"Mahaska County",47.1,7,-6.0,53.1
IA-125,"Marion County",46.8,4,-6.9,53.7
IA-127,"Marshall County",46.6,10,-4.9,51.5
IA-129,"Mills County",48.4,9,-5.2,53.6
IA-131,"Mitchell County",42.2,4,-6.5,48.7
IA-133,"Monona County",46.0,6,-5.6,51.6
IA-135,"Monroe County",47.7,7,-6.2,53.9
IA-137,"Montgomery County",47.8,8,-5.3,53.1
IA-139,"Muscatine County",48.3,10,-4.7,53
IA-141,"O'Brien County",43.5,5,-5.9,49.4
IA-143,"Osceola County",42.3,5,-6.3,48.6
IA-145,"Page County",48.8,10,-4.9,53.7
IA-147,"Palo Alto County",43.2,5,-6.1,49.3
IA-149,"Plymouth County",44.2,5,-6.0,50.2
IA-151,"Pocahontas County",43.9,5,-6.4,50.3
IA-153,"Polk County",47.1,6,-6.0,53.1
IA-155,"Pottawattamie County",47.6,9,-5.2,52.8
IA-157,"Poweshiek County",47.2,10,-4.8,52
IA-159,"Ringgold County",48.5,9,-4.8,53.3
IA-161,"Sac County",45.4,8,-5.1,50.5
IA-163,"Scott County",49.3,20,-3.3,52.6
IA-165,"Shelby County",46.6,9,-5.0,51.6
IA-167,"Sioux County",43.1,5,-6.6,49.7
IA-169,"Story County",46.5,9,-5.2,51.7
IA-171,"Tama County",46.4,9,-4.9,51.3
IA-173,"Taylor County",48.2,9,-5.0,53.2
IA-175,"Union County",47.6,8,-5.2,52.8
IA-177,"Van Buren County",48.4,6,-5.9,54.3
IA-179,"Wapello County",47.9,7,-5.8,53.7
IA-181,"Warren County",47.5,6,-6.3,53.8
IA-183,"Washington County",47.7,8,-5.1,52.8
IA-185,"Wayne County",48.0,7,-5.7,53.7
IA-187,"Webster County",45.0,6,-5.9,50.9
IA-189,"Winnebago County",42.6,5,-6.4,49
IA-191,"Winneshiek County",43.2,8,-5.2,48.4
IA-193,"Woodbury County",45.2,6,-5.8,51
IA-195,"Worth County",42.8,5,-6.1,48.9
IA-197,"Wright County",44.1,5,-6.0,50.1
KS-001,"Allen County",53.6,7,-5.3,58.9
KS-003,"Anderson County",53.5,8,-4.7,58.2
KS-005,"Atchison County",51.6,10,-4.5,56.1
KS-007,"Barber County",54.8,15,-4.0,58.8
KS-009,"Barton County",52.6,16,-4.2,56.8
KS-011,"Bourbon County",54.0,8,-5.0,59
KS-013,"Brown County",51.2,14,-4.2,55.4
KS-015,"Butler County",54.6,16,-3.7,58.3
KS-017,"Chase County",53.3,13,-4.1,57.4
KS-019,"Chautauqua County",54.9,8,-4.8,59.7
KS-021,"Cherokee County",55.4,9,-4.6,60
KS-023,"Cheyenne County",48.6,16,-3.8,52.4
KS-025,"Clark County",54.8,17,-3.7,58.5
KS-027,"Clay County",52.5,14,-3.9,56.4
KS-029,"Cloud County",52.0,15,-4.0,56
KS-031,"Coffey County",54.3,15,-3.7,58
KS-033,"Comanche County",54.8,17,-3.6,58.4
KS-035,"Cowley County",54.8,9,-4.5,59.3
KS-037,"Crawford County",54.7,10,-4.7,59.4
KS-039,"Decatur County",49.2,15,-4.1,53.3
KS-041,"Dickinson County",53.6,19,-3.5,57.1
KS-043,"Doniphan County",51.4,9,-4.8,56.2
KS-045,"Douglas County",52.9,10,-4.5,57.4
KS-047,"Edwards County",53.5,18,-3.5,57
KS-049,"Elk County",54.6,10,-4.4,59
KS-051,"Ellis County",51.8,16,-4.1,55.9
KS-053,"Ellsworth County",53.1,16,-3.9,57
KS-055,"Finney County",52.1,18,-3.2,55.3
KS-057,"Ford County",53.4,19,-3.4,56.8
KS-059,"Franklin County",53.9,14,-3.8,57.7
KS-061,"Geary County",52.9,15,-3.9,56.8
KS-063,"Gove County",51.3,18,-3.5,54.8
KS-065,"Graham County",50.9,17,-4.0,54.9
KS-067,"Grant County",52.8,16,-3.3,56.1
KS-069,"Gray County",52.6,19,-3.4,56
KS-071,"Greeley County",50.6,21,-2.8,53.4
KS-073,"Greenwood County",54.4,14,-3.8,58.2
KS-075,"Hamilton County",52.1,20,-2.9,55
KS-077,"Harper County",55.5,13,-4.0,59.5
KS-079,"Harvey County",54.5,15,-3.6,58.1
KS-081,"Haskell County",52.6,17,-3.5,56.1
KS-083,"Hodgeman County",53.2,17,-3.4,56.6
KS-085,"Jackson County",51.5,11,-4.4,55.9
KS-087,"Jefferson County",51.8,9,-4.9,56.7
KS-089,"Jewell County",50.4,15,-4.3,54.7
KS-091,"Johnson County",53.1,11,-4.2,57.3
KS-093,"Kearny County",52.2,20,-2.8,55
KS-095,"Kingman County",54.4,12,-4.1,58.5
KS-097,"Kiowa County",54.0,16,-3.5,57.5
KS-099,"Labette County",55.1,8,-5.1,60.2
KS-101,"Lane County",51.9,20,-3.1,55
KS-103,"Leavenworth County",52.5,10,-4.5,57
KS-105,"Lincoln County",52.9,19,-3.5,56.4
KS-107,"Linn County",53.4,7,-5.0,58.4
KS-109,"Logan County",50.6,18,-3.5,54.1
KS-111,"Lyon County",53.5,16,-3.7,57.2
KS-113,"McPherson County",54.1,19,-3.3,57.4
KS-115,"Marion County",53.8,16,-3.6,57.4
KS-117,"Marshall County",51.0,13,-4.2,55.2
KS-119,"Meade County",54.2,15,-3.6,57.8
KS-121,"Miami County",53.4,10,-4.3,57.7
KS-123,"Mitchell County",51.6,14,-4.1,55.7
KS-125,"Montgomery County",55.3,7,-5.0,60.3
KS-127,"Morris County",52.6,13,-4.0,56.6
KS-129,"Morton County",53.4,17,-3.1,56.5
KS-131,"Nemaha County",50.7,13,-4.4,55.1
KS-133,"Neosho County",54.2,6,-5.4,59.6
KS-135,"Ness County",52.4,18,-3.8,56.2
KS-137,"Norton County",50.0,18,-3.8,53.8
KS-139,"Osage County",53.9,17,-3.3,57.2
KS-141,"Osborne County",51.8,19,-3.7,55.5
KS-143,"Ottawa County",53.6,25,-3.0,56.6
KS-145,"Pawnee County",53.0,17,-3.8,56.8
KS-147,"Phillips County",50.7,19,-3.9,54.6
KS-149,"Pottawatomie County",52.0,15,-4.2,56.2
KS-151,"Pratt County",53.7,14,-3.9,57.6
KS-153,"Rawlins County",48.5,13,-4.4,52.9
KS-155,"Reno County",53.8,12,-4.2,58
KS-157,"Republic County",50.6,14,-4.3,54.9
KS-159,"Rice County",53.2,15,-4.1,57.3
KS-161,"Riley County",52.4,15,-4.0,56.4
KS-163,"Rooks County",51.6,18,-3.8,55.4
KS-165,"Rush County",52.2,16,-4.2,56.4
KS-167,"Russell County",52.7,19,-3.6,56.3
KS-169,"Saline County",54.1,22,-3.2,57.3
KS-171,"Scott County",51.5,19,-3.0,54.5
KS-173,"Sedgwick County",55.0,13,-3.9,58.9
KS-175,"Seward County",53.8,16,-3.4,57.2
KS-177,"Shawnee County",52.8,13,-4.1,56.9
KS-179,"Sheridan County",49.8,15,-4.1,53.9
KS-181,"Sherman County",48.8,17,-3.5,52.3
KS-183,"Smith County",50.6,14,-4.2,54.8
KS-185,"Stafford County",53.1,16,-4.1,57.2
KS-187,"Stanton County",52.9,18,-3.0,55.9
KS-189,"Stevens County",53.6,16,-3.2,56.8
KS-191,"Sumner County",55.4,10,-4.2,59.6
KS-193,"Thomas County",48.8,14,-4.3,53.1
KS-195,"Trego County",51.6,18,-3.9,55.5
KS-197,"Wabaunsee County",52.8,15,-3.9,56.7
KS-199,"Wallace County",50.2,19,-3.0,53.2
KS-201,"Washington County",51.1,17,-4.1,55.2
KS-203,"Wichita County",51.0,19,-3.1,54.1
KS-205,"Wilson County",54.8,7,-4.9,59.7
KS-207,"Woodson County",54.2,10,-4.6,58.8
KS-209,"Wyandotte County",53.0,12,-4.2,57.2
KY-001,"Adair County",58.2,82,1.2,57
KY-003,"Allen County",59.1,73,0.4,58.7
KY-005,"Anderson County",57.1,74,0.7,56.4
KY-007,"Ballard County",58.0,38,-1.1,59.1
KY-009,"Barren County",58.4,69,0.2,58.2
KY-011,"Bath County",56.8,73,1.0,55.8
KY-013,"Bell County",58.3,105,2.6,55.7
KY-015,"Boone County",56.0,67,0.5,55.5
KY-017,"Bourbon County",56.4,72,0.7,55.7
KY-019,"Boyd County",57.5,99,2.0,55.5
KY-021,"Boyle County",56.9,75,0.4,56.5
KY-023,"Bracken County",56.3,78,1.1,55.2
KY-025,"Breathitt County",58.4,85,1.5,56.9
KY-027,"Breckinridge County",56.2,46,-0.9,57.1
KY-029,"Bullitt County",57.9,74,0.9,57
KY-031,"Butler County",58.6,68,0.3,58.3
KY-033,"Caldwell County",57.8,43,-1.0,58.8
KY-035,"Calloway County",58.5,48,-0.9,59.4
KY-037,"Campbell County",56.2,70,0.6,55.6
KY-039,"Carlisle County",58.1,39,-1.2,59.3
KY-041,"Carroll County",56.6,69,0.5,56.1
KY-043,"Carter County",56.7,94,1.9,54.8
KY-045,"Casey County",57.5,80,1.2,56.3
KY-047,"Christian County",58.8,63,-0.0,58.8
KY-049,"Clark County",56.7,67,0.5,56.2
KY-051,"Clay County",58.5,96,2.0,56.5
KY-053,"Clinton County",60.1,107,3.0,57.1
KY-055,"Crittenden County",57.0,34,-1.7,58.7
KY-057,"Cumberland County",59.7,92,1.9,57.8
KY-059,"Daviess County",57.2,46,-0.8,58
KY-061,"Edmonson County",58.5,69,0.4,58.1
KY-063,"Elliott County",57.0,91,1.9,55.1
KY-065,"Estill County",57.8,73,0.8,57
KY-067,"Fayette County",56.2,61,0.1,56.1
KY-069,"Fleming County",56.4,81,1.2,55.2
KY-071,"Floyd County",59.0,97,2.1,56.9
KY-073,"Franklin County",57.2,76,1.0,56.2
KY-075,"Fulton County",58.5,38,-1.4,59.9
KY-077,"Gallatin County",56.6,69,0.6,56
KY-079,"Garrard County",57.2,72,0.4,56.8
KY-081,"Grant County",56.4,74,0.7,55.7
KY-083,"Graves County",58.1,41,-1.2,59.3
KY-085,"Grayson County",57.3,61,-0.0,57.3
KY-087,"Green County",57.8,67,0.4,57.4
KY-089,"Greenup County",56.8,92,2.0,54.8
KY-091,"Hancock County",56.3,37,-1.4,57.7
KY-093,"Hardin County",57.2,70,0.3,56.9
KY-095,"Harlan County",57.7,105,2.7,55
KY-097,"Harrison County",56.6,76,1.0,55.6
KY-099,"Hart County",57.9,68,0.3,57.6
KY-101,"Henderson County",57.1,41,-1.3,58.4
KY-103,"Henry County",56.7,74,0.8,55.9
KY-105,"Hickman County",58.2,38,-1.3,59.5
KY-107,"Hopkins County",58.6,57,-0.1,58.7
KY-109,"Jackson County",57.6,83,1.5,56.1
KY-111,"Jefferson County",57.8,80,0.9,56.9
KY-113,"Jessamine County",56.6,63,0.1,56.5
KY-115,"Johnson County",58.4,96,2.3,56.1
KY-117,"Kenton County",56.0,67,0.5,55.5
KY-119,"Knott County",58.2,94,1.9,56.3
KY-121,"Knox County",58.7,103,2.5,56.2
KY-123,"Larue County",57.5,70,0.5,57
KY-125,"Laurel County",58.4,98,2.2,56.2
KY-127,"Lawrence County",57.9,99,2.2,55.7
KY-129,"Lee County",58.2,77,1.2,57
KY-131,"Leslie County",58.2,95,2.0,56.2
KY-133,"Letcher County",58.0,100,2.4,55.6
KY-135,"Lewis County",56.3,88,1.6,54.7
KY-137,"Lincoln County",57.2,78,0.9,56.3
KY-139,"Livingston County",57.2,31,-1.8,59
KY-141,"Logan County",59.0,71,0.3,58.7
KY-143,"Lyon County",57.9,41,-1.2,59.1
KY-145,"McCracken County",57.9,37,-1.2,59.1
KY-147,"McCreary County",59.0,108,3.0,56
KY-149,"McLean County",58.0,55,-0.4,58.4
KY-151,"Madison County",57.3,71,0.4,56.9
KY-153,"Magoffin County",58.0,94,1.8,56.2
KY-155,"Marion County",57.4,74,0.6,56.8
KY-157,"Marshall County",58.1,39,-1.3,59.4
KY-159,"Martin County",59.0,98,2.4,56.6
KY-161,"Mason County",56.1,82,1.2,54.9
KY-163,"Meade County",56.5,55,-0.3,56.8
KY-165,"Menifee County",57.0,78,1.2,55.8
KY-167,"Mercer County",57.0,72,0.5,56.5
KY-169,"Metcalfe County",57.8,69,0.5,57.3
KY-171,"Monroe County",58.9,76,0.9,58
KY-173,"Montgomery County",56.6,71,0.8,55.8
KY-175,"Morgan County",57.4,86,1.7,55.7
KY-177,"Muhlenberg County",58.6,63,0.0,58.6
KY-179,"Nelson County",57.6,73,0.7,56.9
KY-181,"Nicholas County",56.4,74,1.0,55.4
KY-183,"Ohio County",57.7,56,-0.2,57.9
KY-185,"Oldham County",57.0,79,1.0,56
KY-187,"Owen County",56.7,73,0.8,55.9
KY-189,"Owsley County",58.5,83,1.5,57
KY-191,"Pendleton County",56.5,76,0.9,55.6
